f,1,2,3,4,5,6
3343,0.0853,0.0442,0.1547,0.4377,0.0665,0.2116
3344,0.0859,0.0446,0.1581,0.4207,0.0678,0.223
3345,0.0925,0.0483,0.168,0.3806,0.0733,0.2372
3346,0.0961,0.0504,0.1722,0.3655,0.076,0.2397
3347,0.0845,0.0438,0.1595,0.4092,0.0676,0.2354
3348,0.0922,0.0481,0.1654,0.3949,0.0723,0.2272
3349,0.2128,0.0781,0.3677,0.0847,0.1263,0.1303
3350,0.0884,0.0459,0.158,0.4272,0.0685,0.212
3351,0.089,0.0463,0.1584,0.4261,0.0689,0.2113
3352,0.0811,0.0419,0.1525,0.44,0.0643,0.2203
3353,0.0846,0.0438,0.1558,0.4298,0.0666,0.2193
3354,0.0904,0.0471,0.1664,0.3845,0.072,0.2397
3355,0.0852,0.0442,0.1556,0.4325,0.0668,0.2158
3356,0.0847,0.0439,0.1525,0.4484,0.0656,0.2048
3357,0.0891,0.0464,0.1614,0.4096,0.0699,0.2236
3358,0.1043,0.054,0.3316,0.0892,0.1483,0.2727
3359,0.0896,0.0467,0.1657,0.3863,0.0715,0.2403
3360,0.0896,0.0467,0.1612,0.4123,0.07,0.2202
3361,0.2421,0.3463,0.1426,0.0578,0.1234,0.0877
3362,0.2374,0.3768,0.1343,0.0548,0.1142,0.0825
3363,0.2375,0.3744,0.1352,0.0556,0.1139,0.0835
3364,0.0871,0.0453,0.1626,0.398,0.0696,0.2374
3365,0.2411,0.3657,0.1367,0.0546,0.1189,0.083
3366,0.0951,0.0498,0.1694,0.3794,0.0746,0.2317
3367,0.0918,0.0479,0.1634,0.4055,0.0714,0.22
3368,0.2441,0.3266,0.1482,0.0601,0.1296,0.0915
3369,0.2413,0.3497,0.1418,0.0579,0.1218,0.0875
3370,0.2437,0.3278,0.148,0.0602,0.1288,0.0915
3371,0.2259,0.4346,0.119,0.0481,0.1002,0.0722
3372,0.2397,0.3601,0.139,0.0571,0.1181,0.086
3373,0.0903,0.047,0.1646,0.3947,0.0714,0.232
3374,0.2357,0.386,0.1321,0.0552,0.1089,0.0821
3375,0.234,0.3939,0.1299,0.0534,0.1089,0.0799
3376,0.2347,0.3905,0.1308,0.0538,0.1097,0.0805
3377,0.0956,0.0501,0.1698,0.378,0.0749,0.2315
3378,0.2388,0.37,0.136,0.0552,0.1165,0.0834
3379,0.2914,0.2793,0.1527,0.0716,0.1066,0.0983
3380,0.2373,0.3748,0.1351,0.056,0.1129,0.0838
3381,0.2319,0.4062,0.1265,0.0515,0.1065,0.0773
3382,0.2399,0.3584,0.1397,0.0585,0.1161,0.0873
3383,0.244,0.3144,0.1521,0.0624,0.1322,0.0948
3384,0.2387,0.3685,0.1366,0.0558,0.1163,0.0841
3385,0.2388,0.3749,0.1344,0.0541,0.1158,0.0819
3386,0.104,0.0573,0.1829,0.048,0.5117,0.0959
3387,0.2378,0.3725,0.1358,0.0566,0.1129,0.0844
3388,0.2337,0.3993,0.1282,0.0519,0.1088,0.0781
3389,0.2274,0.4249,0.1219,0.0504,0.1003,0.075
3390,0.2335,0.3978,0.129,0.0538,0.106,0.08
3391,0.2343,0.3919,0.1305,0.0539,0.1089,0.0805
3392,0.2225,0.4455,0.1166,0.0476,0.0969,0.071
3393,0.2431,0.3277,0.1483,0.0612,0.1273,0.0925
3394,0.245,0.2603,0.1678,0.0663,0.1569,0.1036
3395,0.2347,0.3898,0.1311,0.0541,0.1093,0.0809
3396,0.2426,0.2534,0.1707,0.0686,0.1577,0.1069
3397,0.4147,0.2597,0.1209,0.0505,0.0835,0.0707
3398,0.0612,0.0304,0.1957,0.0915,0.061,0.5602
3399,0.0552,0.0277,0.1525,0.1046,0.052,0.6079
3400,0.4434,0.2437,0.1167,0.0479,0.0807,0.0675
3401,0.0777,0.0381,0.2322,0.1413,0.0712,0.4395
3402,0.0952,0.0499,0.1744,0.3496,0.0765,0.2543
3403,0.0937,0.049,0.1724,0.3572,0.0753,0.2525
3404,0.0557,0.0277,0.1707,0.0883,0.0548,0.6027
3405,0.0485,0.0243,0.1419,0.0815,0.0472,0.6565
3406,0.2645,0.34,0.1399,0.063,0.1035,0.0891
3407,0.0531,0.0268,0.1657,0.0736,0.0556,0.6253
3408,0.0618,0.0308,0.2027,0.0866,0.0634,0.5547
3409,0.0628,0.0312,0.2019,0.0943,0.0624,0.5474
3410,0.2179,0.0954,0.2514,0.0594,0.2725,0.1034
3411,0.0763,0.0375,0.2271,0.1394,0.0701,0.4496
3412,0.0917,0.0479,0.1699,0.3667,0.0737,0.2502
3413,0.0638,0.0316,0.2004,0.1009,0.0622,0.5411
3414,0.0658,0.0325,0.2107,0.1013,0.0645,0.5253
3415,0.0468,0.0235,0.1342,0.081,0.0453,0.6692
3416,0.0601,0.0299,0.1947,0.086,0.0612,0.5681
3417,0.0725,0.0357,0.2183,0.1276,0.0676,0.4783
3418,0.2667,0.3226,0.1449,0.0659,0.1067,0.0931
3419,0.0476,0.0239,0.135,0.0838,0.0457,0.664
3420,0.2575,0.3116,0.1507,0.0684,0.114,0.0978
3421,0.0702,0.0346,0.2145,0.1195,0.0663,0.495
3422,0.2616,0.325,0.1455,0.0659,0.1085,0.0936
3423,0.2621,0.3305,0.1436,0.0649,0.107,0.0921
3424,0.0945,0.0495,0.1728,0.3571,0.0757,0.2503
3425,0.261,0.3464,0.1387,0.0621,0.1035,0.0883
3426,0.2548,0.3541,0.1378,0.0612,0.1044,0.0877
3427,0.0612,0.0304,0.1917,0.096,0.0601,0.5607
3428,0.2534,0.3683,0.1336,0.059,0.1011,0.0845
3429,0.2653,0.3597,0.1333,0.0594,0.0984,0.084
3430,0.2644,0.3212,0.146,0.0664,0.1081,0.0939
3431,0.2559,0.343,0.1411,0.063,0.1068,0.0902
3432,0.2845,0.3518,0.129,0.0477,0.1139,0.0731
3433,0.2909,0.3541,0.1265,0.0466,0.1105,0.0714
3434,0.2548,0.3522,0.1384,0.0616,0.1049,0.0882
3435,0.2596,0.3528,0.137,0.0612,0.1024,0.087
3436,0.2903,0.3519,0.1274,0.0469,0.1116,0.0719
3437,0.2559,0.3613,0.1352,0.06,0.1019,0.0857
3438,0.2641,0.3066,0.1507,0.0692,0.1116,0.0978
3439,0.293,0.3496,0.1274,0.0469,0.1114,0.0718
3440,0.2947,0.3966,0.1114,0.0416,0.0929,0.0628
3441,0.3113,0.3382,0.1258,0.046,0.1084,0.0703
3442,0.4254,0.1686,0.1516,0.0494,0.1282,0.0769
3443,0.2636,0.3082,0.1504,0.0689,0.1115,0.0975
3444,0.3137,0.3374,0.1254,0.0458,0.1077,0.07
3445,0.2816,0.3574,0.128,0.0474,0.1129,0.0727
3446,0.1889,0.5583,0.0897,0.0371,0.0714,0.0545
3447,0.2038,0.5099,0.1011,0.0412,0.0827,0.0612
3448,0.4311,0.2861,0.1052,0.0411,0.077,0.0595
3449,0.4424,0.2753,0.1051,0.041,0.0768,0.0594
3450,0.4232,0.2919,0.1059,0.0417,0.0771,0.0602
3451,0.4401,0.2763,0.1056,0.0414,0.0768,0.0598
3452,0.2886,0.3036,0.1432,0.052,0.1318,0.0808
3453,0.1776,0.5877,0.0833,0.0336,0.0679,0.0499
3454,0.3348,0.2438,0.1503,0.052,0.1379,0.0812
3455,0.3149,0.1908,0.1731,0.0564,0.1745,0.0904
3456,0.3362,0.3024,0.1303,0.047,0.1122,0.0719
3457,0.3103,0.2202,0.1642,0.0556,0.1615,0.0883
3458,0.4235,0.29,0.1065,0.0421,0.0773,0.0606
3459,0.3329,0.2432,0.151,0.0522,0.1391,0.0816
3460,0.3418,0.2678,0.1403,0.0495,0.1241,0.0764
3461,0.3396,0.2703,0.1401,0.0495,0.1241,0.0765
3462,0.4336,0.2804,0.1064,0.042,0.0771,0.0605
3463,0.4443,0.2739,0.105,0.0409,0.0767,0.0592
3464,0.2272,0.4364,0.1185,0.0501,0.0944,0.0735
3465,0.2334,0.4033,0.1274,0.0537,0.1029,0.0793
3466,0.0788,0.0391,0.2006,0.2003,0.0689,0.4122
3467,0.2281,0.4296,0.1204,0.0508,0.0965,0.0746
3468,0.0804,0.0402,0.1913,0.2477,0.0688,0.3716
3469,0.0633,0.0313,0.1208,0.5994,0.0467,0.1385
3470,0.0794,0.0395,0.1745,0.3822,0.0642,0.2602
3471,0.0783,0.0398,0.1633,0.3827,0.0644,0.2715
3472,0.0808,0.0399,0.2096,0.1982,0.0704,0.401
3473,0.5472,0.1728,0.1056,0.0377,0.0803,0.0563
3474,0.2973,0.1335,0.2042,0.0583,0.2105,0.0962
3475,0.1101,0.0575,0.3305,0.0873,0.1689,0.2457
3476,0.2641,0.2284,0.1758,0.0882,0.123,0.1205
3477,0.286,0.136,0.2025,0.0584,0.2202,0.0968
3478,0.0781,0.0389,0.1699,0.394,0.0631,0.256
3479,0.0756,0.0378,0.1616,0.4179,0.061,0.246
3480,0.0661,0.0334,0.1161,0.6012,0.0482,0.1349
3481,0.0777,0.0386,0.1982,0.1945,0.0683,0.4227
3482,0.0658,0.0326,0.2017,0.1096,0.063,0.5273
3483,0.0796,0.0396,0.1755,0.3718,0.0647,0.2688
3484,0.0722,0.0357,0.2552,0.0959,0.0745,0.4666
3485,0.2299,0.416,0.1242,0.0519,0.1012,0.0768
3486,0.0866,0.0425,0.392,0.0861,0.1016,0.2912
3487,0.0791,0.0403,0.164,0.3767,0.0652,0.2746
3488,0.0798,0.0409,0.1604,0.3949,0.0652,0.2587
3489,0.074,0.0372,0.1559,0.4344,0.0597,0.2389
3490,0.1468,0.0865,0.1838,0.0538,0.4307,0.0984
3491,0.0857,0.0416,0.4644,0.077,0.1042,0.2271
3492,0.0864,0.0421,0.4566,0.0778,0.1056,0.2316
3493,0.0847,0.0418,0.3532,0.0897,0.097,0.3336
3494,0.2558,0.3018,0.1542,0.0702,0.1174,0.1006
3495,0.1412,0.0833,0.1846,0.0543,0.4364,0.1003
3496,0.0799,0.0407,0.1662,0.3644,0.066,0.2828
3497,0.0788,0.0401,0.1641,0.3771,0.0649,0.2749
3498,0.0664,0.0328,0.2089,0.1058,0.0642,0.5219
3499,0.0801,0.0408,0.169,0.349,0.0666,0.2944
3500,0.0787,0.0398,0.1351,0.5378,0.0566,0.152
3501,0.0861,0.042,0.4344,0.0816,0.1021,0.2538
3502,0.0656,0.0325,0.1982,0.1118,0.0624,0.5295
3503,0.0754,0.0378,0.1609,0.4176,0.061,0.2473
3504,0.1189,0.0678,0.1643,0.046,0.5171,0.0859
3505,0.0637,0.0317,0.1821,0.1186,0.0597,0.5443
3506,0.4947,0.1048,0.1659,0.0585,0.0934,0.0827
3507,0.0723,0.0356,0.2544,0.0973,0.0739,0.4665
3508,0.4701,0.2187,0.1166,0.0478,0.0796,0.0671
3509,0.1509,0.0916,0.2,0.0618,0.3808,0.1149
3510,0.1742,0.1135,0.2169,0.0766,0.2797,0.1391
3511,0.153,0.0931,0.1984,0.0612,0.3812,0.1131
3512,0.1391,0.082,0.1852,0.0545,0.4381,0.1012
3513,0.0737,0.0371,0.1549,0.4367,0.0595,0.238
3514,0.0963,0.0504,0.1685,0.3877,0.0745,0.2225
3515,0.2886,0.2843,0.1518,0.071,0.1066,0.0977
3516,0.0802,0.0409,0.1662,0.3634,0.0663,0.2829
3517,0.0538,0.0272,0.105,0.6269,0.042,0.1451
3518,0.0585,0.0294,0.1176,0.5844,0.0459,0.1641
3519,0.0732,0.0369,0.1527,0.4429,0.0591,0.2352
3520,0.5106,0.1449,0.1325,0.055,0.082,0.075
3521,0.0608,0.0306,0.1222,0.5653,0.0479,0.1732
3522,0.1426,0.0842,0.185,0.0545,0.4332,0.1005
3523,0.1352,0.0794,0.1842,0.0539,0.4465,0.1008
3524,0.159,0.0979,0.1995,0.0623,0.3673,0.1141
3525,0.0788,0.0402,0.1622,0.3859,0.0647,0.2682
3526,0.0597,0.0296,0.1194,0.5973,0.0455,0.1484
3527,0.147,0.0863,0.1828,0.0532,0.4335,0.0972
3528,0.5019,0.1018,0.1657,0.0532,0.0991,0.0784
3529,0.4032,0.1447,0.1714,0.0527,0.1449,0.0832
3530,0.0965,0.0505,0.1683,0.3888,0.0745,0.2212
3531,0.0631,0.0315,0.1291,0.5497,0.0494,0.1771
3532,0.1267,0.073,0.1718,0.0488,0.4886,0.0909
3533,0.5208,0.1434,0.1292,0.0533,0.0804,0.0729
3534,0.4116,0.1464,0.1675,0.052,0.1408,0.0818
3535,0.0538,0.0269,0.1077,0.6261,0.0417,0.1438
3536,0.1254,0.0724,0.1738,0.0496,0.4861,0.0929
3537,0.0798,0.0408,0.1638,0.3767,0.0657,0.2731
3538,0.4901,0.1624,0.1323,0.0556,0.0836,0.0759
3539,0.1406,0.6837,0.0627,0.0256,0.0498,0.0376
3540,0.4671,0.1044,0.1804,0.0556,0.1094,0.0832
3541,0.1955,0.5692,0.0844,0.0353,0.0646,0.0511
3542,0.176,0.594,0.0818,0.0337,0.065,0.0495
3543,0.1945,0.5654,0.0859,0.036,0.0661,0.0521
3544,0.0894,0.804,0.0382,0.0155,0.0302,0.0227
3545,0.0874,0.8084,0.0373,0.0151,0.0296,0.0222
3546,0.1493,0.6642,0.0666,0.0273,0.0525,0.04
3547,0.2522,0.3065,0.1536,0.069,0.119,0.0998
3548,0.0897,0.803,0.0384,0.0155,0.0305,0.0228
3549,0.122,0.728,0.0536,0.0217,0.0426,0.032
3550,0.08,0.0403,0.1372,0.5325,0.0572,0.1528
3551,0.2507,0.3403,0.1432,0.0634,0.1108,0.0917
3552,0.1753,0.6187,0.074,0.0307,0.0569,0.0445
3553,0.1533,0.6587,0.0673,0.0277,0.0526,0.0405
3554,0.4013,0.1355,0.1782,0.0536,0.1467,0.0847
3555,0.0612,0.031,0.1083,0.6263,0.045,0.1283
3556,0.2391,0.3721,0.1358,0.0576,0.1103,0.0852
3557,0.2404,0.3601,0.1392,0.0589,0.114,0.0874
3558,0.2478,0.3562,0.1389,0.0609,0.1079,0.0883
3559,0.2524,0.3249,0.1477,0.0659,0.1139,0.0952
3560,0.247,0.315,0.1519,0.0665,0.1218,0.0978
3561,0.0632,0.0312,0.1204,0.6009,0.0466,0.1377
3562,0.5027,0.1561,0.1303,0.0544,0.0821,0.0744
3563,0.5053,0.1573,0.1288,0.0537,0.0815,0.0735
3564,0.5119,0.1405,0.1341,0.0556,0.0823,0.0756
3565,0.5253,0.1362,0.1309,0.0537,0.0804,0.0734
3566,0.2534,0.3361,0.1439,0.0642,0.1101,0.0923
3567,0.4991,0.1588,0.1305,0.0546,0.0825,0.0746
3568,0.5015,0.159,0.1294,0.0541,0.082,0.074
3569,0.5312,0.1348,0.1293,0.0529,0.0796,0.0723
3570,0.5157,0.1498,0.1281,0.0531,0.0805,0.0727
3571,0.5158,0.1494,0.1283,0.0532,0.0806,0.0728
3572,0.5154,0.147,0.1296,0.0537,0.0809,0.0734
3573,0.2738,0.0928,0.2975,0.0696,0.1546,0.1118
3574,0.5144,0.1417,0.1325,0.0549,0.0817,0.0748
3575,0.5032,0.1501,0.1329,0.0555,0.0827,0.0756
3576,0.5048,0.1487,0.1329,0.0554,0.0826,0.0755
3577,0.0874,0.0455,0.1808,0.2574,0.0756,0.3533
3578,0.413,0.1478,0.1662,0.0518,0.1398,0.0814
3579,0.5101,0.1531,0.1288,0.0536,0.0812,0.0733
3580,0.4176,0.1421,0.168,0.0519,0.139,0.0815
3581,0.4224,0.1482,0.1627,0.051,0.1357,0.08
3582,0.5225,0.1385,0.1309,0.0539,0.0807,0.0735
3583,0.1427,0.0611,0.3926,0.1241,0.1015,0.1779
3584,0.4171,0.1478,0.1648,0.0515,0.138,0.0808
3585,0.4223,0.1491,0.1623,0.051,0.1355,0.0799
3586,0.256,0.2792,0.1614,0.0747,0.122,0.1067
3587,0.1702,0.0686,0.4171,0.0657,0.1623,0.116
3588,0.4237,0.2934,0.1051,0.0411,0.0771,0.0595
3589,0.3813,0.3343,0.1051,0.0418,0.077,0.0603
3590,0.5747,0.1298,0.1141,0.0458,0.0721,0.0634
3591,0.2453,0.3507,0.1411,0.0614,0.1117,0.0897
3592,0.3134,0.3398,0.1247,0.0456,0.1069,0.0696
3593,0.0914,0.046,0.1534,0.4796,0.0643,0.1652
3594,0.3288,0.2967,0.1344,0.0482,0.1177,0.0741
3595,0.3062,0.1098,0.2376,0.0613,0.1846,0.1004
3596,0.0993,0.0522,0.1746,0.3595,0.0779,0.2365
3597,0.0991,0.0522,0.1772,0.3433,0.0789,0.2493
3598,0.0981,0.0515,0.1732,0.3645,0.077,0.2358
3599,0.3072,0.1098,0.2376,0.0613,0.1837,0.1004
3600,0.3914,0.2554,0.1305,0.0562,0.0886,0.0778
3601,0.0953,0.05,0.1789,0.3201,0.0783,0.2774
3602,0.101,0.0531,0.1735,0.3697,0.0777,0.225
3603,0.0903,0.047,0.172,0.349,0.0737,0.2679
3604,0.1,0.0526,0.1758,0.3542,0.0786,0.2388
3605,0.1003,0.0528,0.1768,0.349,0.0791,0.242
3606,0.0901,0.047,0.1703,0.3592,0.0731,0.2603
3607,0.1011,0.0532,0.1743,0.3658,0.0781,0.2275
3608,0.1012,0.0532,0.1742,0.3665,0.0781,0.2268
3609,0.0958,0.0503,0.1769,0.3352,0.0777,0.2639
3610,0.0993,0.0523,0.1769,0.3456,0.0789,0.247
3611,0.104,0.0553,0.1878,0.2901,0.0853,0.2775
3612,0.0932,0.0488,0.1752,0.3374,0.0761,0.2694
3613,0.093,0.0487,0.1784,0.3146,0.0771,0.2882
3614,0.1055,0.0563,0.19,0.2805,0.0869,0.2808
3615,0.1018,0.0539,0.1838,0.3095,0.0827,0.2684
3616,0.0969,0.051,0.1793,0.3231,0.079,0.2707
3617,0.102,0.054,0.1824,0.3195,0.0821,0.26
3618,0.0997,0.0526,0.1813,0.319,0.0809,0.2665
3619,0.0979,0.0516,0.1798,0.3231,0.0796,0.2681
3620,0.5068,0.1579,0.1279,0.0533,0.0812,0.073
3621,0.0969,0.0509,0.1721,0.3679,0.0762,0.236
3622,0.0982,0.0515,0.1718,0.3731,0.0764,0.229
3623,0.0893,0.0465,0.1739,0.3323,0.0738,0.2842
3624,0.0941,0.0493,0.1771,0.3279,0.0771,0.2744
3625,0.0927,0.0485,0.1775,0.3198,0.0766,0.2848
3626,0.1043,0.0554,0.1852,0.308,0.0841,0.2629
3627,0.1032,0.0548,0.186,0.2992,0.0842,0.2727
3628,0.0972,0.051,0.171,0.3751,0.0758,0.23
3629,0.101,0.0533,0.1807,0.3271,0.081,0.257
3630,0.3089,0.1096,0.2378,0.0614,0.182,0.1003
3631,0.0908,0.0474,0.1738,0.3389,0.0745,0.2747
3632,0.0998,0.0525,0.1732,0.3689,0.0774,0.2283
3633,0.112,0.0602,0.194,0.2736,0.0909,0.2693
3634,0.0938,0.0491,0.1778,0.3221,0.0772,0.2799
3635,0.1057,0.056,0.1815,0.3344,0.0825,0.2399
3636,0.1072,0.0571,0.1877,0.3004,0.0861,0.2614
3637,0.0979,0.0514,0.1738,0.3607,0.0771,0.2391
3638,0.0987,0.0521,0.1824,0.3087,0.081,0.2771
3639,0.0986,0.052,0.1818,0.3121,0.0807,0.2747
3640,0.1101,0.0589,0.1907,0.2895,0.0885,0.2622
3641,0.099,0.0522,0.1798,0.3266,0.08,0.2624
3642,0.1073,0.0572,0.1874,0.3027,0.086,0.2595
3643,0.1032,0.0545,0.1779,0.3494,0.0803,0.2348
3644,0.1047,0.0556,0.1854,0.3081,0.0843,0.2619
3645,0.0979,0.0514,0.1723,0.3696,0.0765,0.2322
3646,0.1119,0.0601,0.1924,0.2832,0.0899,0.2625
3647,0.1067,0.0568,0.1874,0.3007,0.0859,0.2625
3648,0.1084,0.0579,0.19,0.2892,0.0877,0.2668
3649,0.3859,0.1351,0.1837,0.0546,0.1539,0.0868
3650,0.1087,0.0581,0.1892,0.2953,0.0873,0.2615
3651,0.1617,0.0662,0.4292,0.0645,0.1632,0.1153
3652,0.1075,0.0574,0.19,0.2868,0.0875,0.2709
3653,0.1058,0.056,0.181,0.3373,0.0823,0.2375
3654,0.1092,0.0582,0.1874,0.3075,0.0864,0.2515
3655,0.0832,0.0435,0.1798,0.1897,0.0755,0.4283
3656,0.1116,0.0595,0.1874,0.3127,0.0868,0.242
3657,0.068,0.0353,0.1588,0.1344,0.0644,0.5391
3658,0.1023,0.0541,0.1815,0.3255,0.0818,0.2547
3659,0.1087,0.0581,0.1907,0.2854,0.0882,0.269
3660,0.0648,0.0337,0.1533,0.1223,0.0621,0.5638
3661,0.0747,0.0391,0.1695,0.1426,0.071,0.5032
3662,0.4928,0.1249,0.1499,0.0471,0.1126,0.0726
3663,0.0825,0.043,0.1789,0.1978,0.0743,0.4235
3664,0.1058,0.0561,0.1822,0.3305,0.0829,0.2426
3665,0.0947,0.0496,0.1749,0.3444,0.0765,0.2598
3666,0.1019,0.054,0.1852,0.3008,0.0833,0.2749
3667,0.0813,0.0423,0.1776,0.1938,0.0734,0.4317
3668,0.0869,0.0459,0.1851,0.1737,0.0806,0.4279
3669,0.0806,0.042,0.1769,0.186,0.0733,0.4412
3670,0.0897,0.0473,0.1865,0.2012,0.0809,0.3944
3671,0.4226,0.1432,0.1655,0.0514,0.1366,0.0806
3672,0.084,0.0438,0.1802,0.2048,0.0752,0.4119
3673,0.0883,0.0464,0.1847,0.2052,0.0793,0.3961
3674,0.091,0.0484,0.1904,0.1728,0.0849,0.4125
3675,0.0724,0.0378,0.166,0.1384,0.0689,0.5165
3676,0.0813,0.0426,0.178,0.1717,0.0751,0.4513
3677,0.1086,0.058,0.1885,0.2994,0.0869,0.2587
3678,0.0836,0.0438,0.1805,0.1814,0.0765,0.4342
3679,0.109,0.0581,0.186,0.3151,0.0856,0.2462
3680,0.0845,0.0443,0.1813,0.1888,0.0769,0.4242
3681,0.0818,0.0426,0.1781,0.1948,0.0738,0.4289
3682,0.0837,0.0438,0.1804,0.1884,0.0762,0.4275
3683,0.085,0.0444,0.1813,0.206,0.0762,0.4071
3684,0.0836,0.0439,0.1806,0.1791,0.0768,0.436
3685,0.0896,0.0472,0.1863,0.2024,0.0807,0.3938
3686,0.0834,0.0438,0.1806,0.176,0.0769,0.4392
3687,0.0846,0.0444,0.1817,0.1842,0.0774,0.4277
3688,0.0828,0.0432,0.1792,0.1959,0.0747,0.4241
3689,0.087,0.0459,0.1851,0.1768,0.0805,0.4246
3690,0.0859,0.0453,0.1837,0.1767,0.0794,0.429
3691,0.0799,0.0416,0.1761,0.1869,0.0725,0.4431
3692,0.0799,0.0416,0.176,0.1846,0.0726,0.4453
3693,0.0876,0.0463,0.1863,0.1714,0.0816,0.4268
3694,0.0851,0.0447,0.1823,0.1822,0.078,0.4277
3695,0.0861,0.0455,0.1846,0.1689,0.0804,0.4345
3696,0.0716,0.0373,0.1645,0.145,0.0673,0.5144
3697,0.0859,0.0449,0.1821,0.2067,0.0769,0.4036
3698,0.0867,0.0455,0.1835,0.195,0.0785,0.4109
3699,0.0849,0.0447,0.1824,0.1783,0.0782,0.4315
3700,0.0852,0.0446,0.1819,0.1922,0.0772,0.4189
3701,0.081,0.0422,0.1773,0.1896,0.0734,0.4365
3702,0.0823,0.0431,0.1789,0.181,0.0753,0.4394
3703,0.4808,0.1282,0.1527,0.0479,0.1164,0.074
3704,0.0867,0.0459,0.1858,0.1647,0.0815,0.4352
3705,0.2819,0.2728,0.1573,0.0746,0.1107,0.1027
3706,0.0852,0.0447,0.1822,0.1864,0.0777,0.4238
3707,0.0869,0.0457,0.1842,0.1874,0.0793,0.4166
3708,0.3231,0.3166,0.1295,0.0469,0.1121,0.0718
3709,0.084,0.044,0.1808,0.1853,0.0766,0.4292
3710,0.0909,0.0484,0.1908,0.1694,0.0853,0.4152
3711,0.4859,0.1268,0.1515,0.0476,0.1148,0.0734
3712,0.2898,0.2804,0.1528,0.0717,0.1069,0.0985
3713,0.2273,0.4255,0.1217,0.0498,0.1013,0.0744
3714,0.0627,0.032,0.112,0.6087,0.0468,0.1378
3715,0.0818,0.0426,0.1781,0.1968,0.0737,0.4271
3716,0.0632,0.0323,0.1139,0.5993,0.0477,0.1435
3717,0.0134,0.0067,0.0253,0.9124,0.0102,0.032
3718,0.085,0.0445,0.1817,0.1945,0.0769,0.4175
3719,0.0606,0.0309,0.1094,0.6157,0.0457,0.1377
3720,0.0307,0.0155,0.0568,0.803,0.0231,0.0709
3721,0.0549,0.0279,0.0994,0.6525,0.0412,0.124
3722,0.0617,0.0314,0.1101,0.6159,0.046,0.135
3723,0.0715,0.0366,0.1263,0.5563,0.0534,0.1559
3724,0.0604,0.0308,0.1101,0.6117,0.0459,0.1411
3725,0.0571,0.0291,0.1062,0.6234,0.0438,0.1404
3726,0.0456,0.0231,0.0832,0.7104,0.0342,0.1035
3727,0.0589,0.0301,0.1091,0.6132,0.0452,0.1436
3728,0.0432,0.0219,0.0792,0.7242,0.0325,0.0991
3729,0.0818,0.0419,0.1681,0.3517,0.0679,0.2886
3730,0.0505,0.0256,0.0912,0.6837,0.0376,0.1115
3731,0.3194,0.3212,0.129,0.0469,0.1117,0.0717
3732,0.2286,0.4201,0.123,0.0504,0.1026,0.0753
3733,0.078,0.0384,0.1434,0.529,0.0561,0.1551
3734,0.0838,0.043,0.1438,0.4954,0.0618,0.1722
3735,0.0738,0.0364,0.1368,0.5496,0.0534,0.1501
3736,0.0737,0.0363,0.1375,0.5478,0.0534,0.1513
3737,0.0592,0.0302,0.1095,0.6116,0.0454,0.1441
3738,0.0751,0.037,0.1385,0.544,0.0542,0.1512
3739,0.0559,0.0285,0.1031,0.6358,0.0426,0.1341
3740,0.0851,0.0439,0.1471,0.4793,0.0635,0.181
3741,0.0697,0.0357,0.1239,0.5645,0.0523,0.1539
3742,0.0785,0.0398,0.1652,0.3743,0.0647,0.2775
3743,0.0883,0.0443,0.1498,0.4937,0.0623,0.1615
3744,0.0542,0.0276,0.0981,0.6577,0.0407,0.1218
3745,0.0852,0.0418,0.1565,0.4899,0.0608,0.1657
3746,0.0781,0.0392,0.1349,0.5426,0.0558,0.1494
3747,0.0858,0.043,0.1465,0.5054,0.0607,0.1585
3748,0.0984,0.0507,0.1621,0.433,0.071,0.1847
3749,0.0648,0.032,0.1237,0.5907,0.0478,0.1411
3750,0.0384,0.0194,0.0703,0.7571,0.0287,0.0861
3751,0.0817,0.0419,0.166,0.3647,0.0674,0.2782
3752,0.075,0.0376,0.1304,0.5582,0.0537,0.1451
3753,0.0578,0.0295,0.1071,0.6208,0.0443,0.1405
3754,0.0641,0.0327,0.1148,0.5975,0.0481,0.1428
3755,0.1017,0.0526,0.1666,0.4146,0.0736,0.1909
3756,0.0402,0.0204,0.0744,0.74,0.0304,0.0946
3757,0.0846,0.0436,0.1467,0.4804,0.0633,0.1813
3758,0.0907,0.0457,0.1525,0.4825,0.0639,0.1646
3759,0.0792,0.0406,0.1599,0.3973,0.0647,0.2583
3760,0.0888,0.0434,0.1639,0.469,0.0633,0.1716
3761,0.0716,0.0366,0.1259,0.5597,0.0532,0.1529
3762,0.091,0.0469,0.1538,0.4588,0.0669,0.1826
3763,0.1135,0.0587,0.1786,0.3754,0.0798,0.1939
3764,0.0873,0.0447,0.1478,0.4849,0.0636,0.1718
3765,0.0859,0.0431,0.1463,0.5052,0.0608,0.1588
3766,0.08,0.0409,0.1636,0.378,0.0658,0.2717
3767,0.069,0.034,0.1289,0.5742,0.0502,0.1437
3768,0.0402,0.0204,0.0748,0.7384,0.0305,0.0957
3769,0.1028,0.0529,0.1669,0.4186,0.0732,0.1856
3770,0.1104,0.0572,0.1756,0.3851,0.0783,0.1935
3771,0.0808,0.0414,0.1393,0.5121,0.0596,0.1667
3772,0.0746,0.0368,0.1378,0.5462,0.0539,0.1508
3773,0.1002,0.0518,0.1647,0.4214,0.0726,0.1893
